 train         node      observed        predicted
     y          223    0.467283E+001    0.429039E+001
     y           51    0.382864E+001    0.388647E+001
     y          133    0.459512E+001    0.515018E+001
     y           36    0.397029E+001    0.393807E+001
     y           23    0.444265E+001    0.412345E+001
     y          430    0.355535E+001    0.353099E+001
     y          229    0.466344E+001    0.457798E+001
     y          231    0.460517E+001    0.485618E+001
     y          132    0.486753E+001    0.549764E+001
     y           61    0.650429E+001    0.582130E+001
     y          121    0.615273E+001    0.609728E+001
     y          113    0.522036E+001    0.529974E+001
     y          431    0.407754E+001    0.435701E+001
     y          220    0.378419E+001    0.490313E+001
     y           31    0.710579E+001    0.721864E+001
     y          431    0.402535E+001    0.422538E+001
     y          261    0.373767E+001    0.393934E+001
     y          231    0.504343E+001    0.512487E+001
     y          448    0.543808E+001    0.604982E+001
     y          113    0.457471E+001    0.480910E+001
     y          451    0.494164E+001    0.540173E+001
     y          260    0.299573E+001    0.277939E+001
     y          231    0.463473E+001    0.479265E+001
     y           61    0.599894E+001    0.528407E+001
     y           61    0.535186E+001    0.523311E+001
     y          214    0.435671E+001    0.426613E+001
     y          231    0.566296E+001    0.508648E+001
     y          133    0.688959E+001    0.659973E+001
     y          431    0.358352E+001    0.403481E+001
     y          229    0.404305E+001    0.433353E+001
     y          117    0.604737E+001    0.581559E+001
     y           51    0.431749E+001    0.422432E+001
     y           61    0.496981E+001    0.520139E+001
     y           24    0.433073E+001    0.413900E+001
     y           36    0.433073E+001    0.435416E+001
     y           31    0.687626E+001    0.674034E+001
     y          221    0.368888E+001    0.373005E+001
     y          241    0.490527E+001    0.493652E+001
     y          131    0.472739E+001    0.482770E+001
     y          106    0.439445E+001    0.497255E+001
     y          229    0.423411E+001    0.414675E+001
     y          229    0.492725E+001    0.468973E+001
     y          229    0.599894E+001    0.500694E+001
     y          230    0.474493E+001    0.461517E+001
     y           24    0.490527E+001    0.437777E+001
     y           61    0.458497E+001    0.522411E+001
     y          133    0.712850E+001    0.708082E+001
     y          229    0.469135E+001    0.482136E+001
     y           31    0.618415E+001    0.645466E+001
     y          436    0.355535E+001    0.415376E+001
     y          220    0.459512E+001    0.438671E+001
     y          241    0.564545E+001    0.539315E+001
     y          132    0.376120E+001    0.432000E+001
     y          220    0.489035E+001    0.436272E+001
     y           67    0.464439E+001    0.493629E+001
     y          116    0.527300E+001    0.572794E+001
     y           37    0.459512E+001    0.459512E+001
     y          437    0.482831E+001    0.466674E+001
     y           20    0.490527E+001    0.445074E+001
     y          113    0.506890E+001    0.489450E+001
     y           52    0.395124E+001    0.402929E+001
     y          240    0.507517E+001    0.511107E+001
     y          113    0.545104E+001    0.507711E+001
     y          450    0.431749E+001    0.450149E+001
     y          449    0.552146E+001    0.522417E+001
     y          132    0.528827E+001    0.499222E+001
     y          241    0.550126E+001    0.560224E+001
     y          131    0.478749E+001    0.482770E+001
     y           61    0.488280E+001    0.510014E+001
     y          231    0.478749E+001    0.496139E+001
     y          431    0.317805E+001    0.356558E+001
     y           52    0.434381E+001    0.451516E+001
     y           64    0.451086E+001    0.435590E+001
     y           44    0.438203E+001    0.417942E+001
     y          113    0.529330E+001    0.524917E+001
     y          261    0.373767E+001    0.398527E+001
     y          217    0.355535E+001    0.357099E+001
     y          223    0.393183E+001    0.394750E+001
     y          220    0.404305E+001    0.372353E+001
     y          113    0.440672E+001    0.479418E+001
     y          231    0.460517E+001    0.539042E+001
     y           51    0.343399E+001    0.343399E+001
     y          131    0.446591E+001    0.482770E+001
     y          231    0.513580E+001    0.475770E+001
     y          223    0.469135E+001    0.472372E+001
     y          117    0.622654E+001    0.652886E+001
     y           24    0.385015E+001    0.385015E+001
     y          132    0.400733E+001    0.471374E+001
     y          241    0.524702E+001    0.558295E+001
     y          451    0.467283E+001    0.449619E+001
     y          260    0.358352E+001    0.361351E+001
     y          133    0.527811E+001    0.515018E+001
     y          131    0.435671E+001    0.482770E+001
     y          220    0.513580E+001    0.453719E+001
     y          261    0.477912E+001    0.499158E+001
     y          133    0.477912E+001    0.515018E+001
     y          260    0.363759E+001    0.380291E+001
     y           61    0.555296E+001    0.508747E+001
     y           45    0.506260E+001    0.485999E+001
     y          131    0.485203E+001    0.482770E+001
     y          116    0.385015E+001    0.437669E+001
     y          117    0.617170E+001    0.611925E+001
     y          241    0.486753E+001    0.494413E+001
     y          449    0.417439E+001    0.427571E+001
     y          430    0.349651E+001    0.351374E+001
     y          230    0.470953E+001    0.461137E+001
     y          223    0.417439E+001    0.457909E+001
     y          131    0.462497E+001    0.482770E+001
     y          113    0.494164E+001    0.525897E+001
     y          231    0.514749E+001    0.523030E+001
     y          261    0.460517E+001    0.419789E+001
     y           31    0.653379E+001    0.657983E+001
     y          217    0.459512E+001    0.467632E+001
     y          221    0.343399E+001    0.342038E+001
     y          240    0.400733E+001    0.451996E+001
     y           50    0.299573E+001    0.355935E+001
     y          437    0.409434E+001    0.382568E+001
     y          220    0.485203E+001    0.477170E+001
     y          229    0.529832E+001    0.507579E+001
     y           17    0.349651E+001    0.334526E+001
     y           50    0.389182E+001    0.372666E+001
     y          131    0.514749E+001    0.482770E+001
     y          431    0.402535E+001    0.416849E+001
     y          113    0.590263E+001    0.586185E+001
     y          241    0.500395E+001    0.482718E+001
     y          230    0.512990E+001    0.454263E+001
     y          220    0.409434E+001    0.462088E+001
     y          261    0.373767E+001    0.393934E+001
     y          214    0.387120E+001    0.421140E+001
     y           44    0.340120E+001    0.336602E+001
     y          241    0.499043E+001    0.527812E+001
     y           51    0.336730E+001    0.372777E+001
     y          261    0.373767E+001    0.393934E+001
     y           17    0.567332E+001    0.527312E+001
     y          223    0.484419E+001    0.447343E+001
     y          448    0.458497E+001    0.448918E+001
     y          241    0.519850E+001    0.490083E+001
     y           61    0.482831E+001    0.481597E+001
     y          113    0.469135E+001    0.493997E+001
     y          451    0.490527E+001    0.460386E+001
     y          448    0.529832E+001    0.490880E+001
     y          448    0.512990E+001    0.522393E+001
     y           20    0.613988E+001    0.540666E+001
     y          241    0.457471E+001    0.447195E+001
     y           45    0.605209E+001    0.515110E+001
     y          113    0.715929E+001    0.589311E+001
     y          260    0.456435E+001    0.473552E+001
     y          231    0.579606E+001    0.518122E+001
     y          132    0.647851E+001    0.509510E+001
     y           61    0.522036E+001    0.532509E+001
     y           51    0.343399E+001    0.357724E+001
     y          228    0.477068E+001    0.475302E+001
     y           51    0.321888E+001    0.366232E+001
     y          216    0.431749E+001    0.460674E+001
     y          220    0.424850E+001    0.450057E+001
     y          437    0.454329E+001    0.436934E+001
     y          132    0.498361E+001    0.477658E+001
     y          117    0.506260E+001    0.579287E+001
     y          261    0.387120E+001    0.407544E+001
     y          113    0.510595E+001    0.473526E+001
     y          131    0.492725E+001    0.482770E+001
     y          219    0.497673E+001    0.491255E+001
     y           61    0.655820E+001    0.549745E+001
     y          436    0.470048E+001    0.487915E+001
     y          448    0.470048E+001    0.497124E+001
     y          230    0.470953E+001    0.457978E+001
     y          261    0.400733E+001    0.368368E+001
     y           37    0.501064E+001    0.399522E+001
